tile_name,#Lymp/TissueArea,LympTotalArea/TissueArea,#Lymp/#TotalNuclei,#Lymp/#TotalTumorEpithelial,MaxLympGroupingFactor,MinLympGroupingFactor,AvgLympGroupingFactor,StdLympGroupingFactor,MedianLympGroupingFactor,ModeLympGroupingFactor,NumHighlyGroupedLymp,#Lymp/TotalConvHullArea,#Lymp/TotalEpithelialConvHullArea,LympConvHullArea/TotalConvHullArea,LympConvHullArea/TotalEpithelialConvHullArea,IntersectedAreaConvHullLymp&NonLymp,IntersectedAreaConvHullLymp&Epithelial,MaxDensityMatrixVal,MinDensityMatrixVal,AvgDensityMatrixVal,StdDensityMatrixVal,MedianDensityMatrixVal,ModeDensityMatrixVal,coloc_score_immune_vs_epi,tilab_score_immune_vs_epi,coloc_score_immune_vs_rest,tilab_score_immune_vs_rest
image.png,0.0004889316650625601,0.0531126082771896,0.2754880694143167,0.7175141242937854,1.0667615936206638,0.07533781942117071,0.6764732086144379,0.2526960191815083,0.7310408294721646,0.07533781942117071,86,0.0005355429018675071,0.0005789385016796478,0.8418445051874853,0.9100600433334914,199554.6840213447,192449.47130029587,17,1,6.0476190476190474,4.14586644946265,5.0,5,0.5236081747709654,0.1878481304969283,0.5481332663653106,0.10421096531196773
